Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region
GA-14515,George Ashbrook,Consumer,Ballarat,Victoria,Australia,94122.0,APAC,Oceania
GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,28205.0,APAC,North Asia
GA-4515,George Ashbrook,Consumer,Shkoder,Shkodër,Albania,,EMEA,EMEA
GA-4725,Guy Armstrong,Consumer,Wadi as Sir,'Amman,Jordan,,EMEA,EMEA
GB-14530,George Bell,Corporate,Brisbane,Queensland,Australia,19120.0,APAC,Oceania
GB-14575,Giulietta Baptist,Consumer,Columbia,South Carolina,United States,29203.0,US,South
GB-4530,George Bell,Corporate,Klagenfurt,Carinthia,Austria,,EMEA,EMEA
GB-4575,Giulietta Baptist,Consumer,Johannesburg,Gauteng,South Africa,,Africa,Africa
GD-14590,Giulietta Dortch,Corporate,Sydney,New South Wales,Australia,98226.0,APAC,Oceania
GD-4590,Giulietta Dortch,Corporate,Sliven,Sliven,Bulgaria,,EMEA,EMEA
GG-14650,Greg Guthrie,Corporate,Angers,Pays de la Loire,France,90049.0,EU,Central
GG-4650,Greg Guthrie,Corporate,Ivanovo,Ivanovo,Russia,,EMEA,EMEA
GH-14410,Gary Hansen,Home Office,Elx,Valenciana,Spain,60653.0,EU,South
GH-14425,Gary Hwang,Consumer,Wafangdian,Liaoning,China,98105.0,APAC,North Asia
GH-14485,Gene Hale,Corporate,Richardson,Texas,United States,75080.0,US,Central
GH-14665,Greg Hansen,Consumer,Cangzhou,Hebei,China,60610.0,APAC,North Asia
GH-4410,Gary Hansen,Home Office,Safi,Doukkala-Abda,Morocco,,Africa,Africa
GH-4425,Gary Hwang,Consumer,Sale,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
GH-4485,Gene Hale,Corporate,Regina,Saskatchewan,Canada,,Canada,Canada
GH-4665,Greg Hansen,Consumer,Bacau,Bacau,Romania,,EMEA,EMEA
GK-14620,Grace Kelly,Corporate,Los Angeles,California,United States,90049.0,US,West
GK-4620,Grace Kelly,Corporate,Khouribga,Chaouia-Ouardigha,Morocco,,Africa,Africa
GM-14440,Gary McGarr,Consumer,Quito,Pichincha,Ecuador,92024.0,LATAM,South
GM-14455,Gary Mitchum,Home Office,Kabul,Kabul,Afghanistan,78745.0,APAC,Central Asia
GM-14500,Gene McClure,Consumer,Managua,Managua,Nicaragua,11572.0,LATAM,Central
GM-14680,Greg Matthias,Consumer,Amsterdam,North Holland,Netherlands,95123.0,EU,Central
GM-14695,Greg Maxwell,Corporate,Alexandria,Virginia,United States,22304.0,US,South
GM-4440,Gary McGarr,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa
GM-4455,Gary Mitchum,Home Office,Sincan,Ankara,Turkey,,EMEA,EMEA
GM-4500,Gene McClure,Consumer,Benguela,Benguela,Angola,,Africa,Africa
GM-4680,Greg Matthias,Consumer,Bishkek,Bishkek,Kyrgyzstan,,EMEA,EMEA
GM-4695,Greg Maxwell,Corporate,Sale,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
GP-14740,Guy Phonely,Corporate,Delhi,Delhi,India,1453.0,APAC,Central Asia
GP-4740,Guy Phonely,Corporate,Casablanca,Grand Casablanca,Morocco,,Africa,Africa
GR-14560,Georgia Rosenberg,Corporate,Mexico City,Distrito Federal,Mexico,19805.0,LATAM,North
GR-4560,Georgia Rosenberg,Corporate,Maseru,Maseru,Lesotho,,Africa,Africa
GT-14635,Grant Thornton,Corporate,Burlington,North Carolina,United States,27217.0,US,South
GT-14710,Greg Tran,Consumer,Huddersfield,England,United Kingdom,77041.0,EU,North
GT-14755,Guy Thornton,Consumer,Tijuana,Baja California,Mexico,78550.0,LATAM,North
GT-4635,Grant Thornton,Corporate,Benghazi,Banghazi,Libya,,Africa,Africa
GT-4710,Greg Tran,Consumer,Miass,Chelyabinsk,Russia,,EMEA,EMEA
GT-4755,Guy Thornton,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
GW-14605,Giulietta Weimer,Consumer,Luoyang,Guangdong,China,19140.0,APAC,North Asia
GW-4605,Giulietta Weimer,Consumer,Arkhangelsk,Arkhangel'sk,Russia,,EMEA,EMEA
GZ-14470,Gary Zandusky,Consumer,Reggio nell'Emilia,Emilia-Romagna,Italy,21044.0,EU,South
GZ-14545,George Zrebassa,Corporate,Palaiseau,Ile-de-France,France,90036.0,EU,Central
GZ-4470,Gary Zandusky,Consumer,Lubumbashi,Katanga,Democratic Republic of the Congo,,Africa,Africa
GZ-4545,George Zrebassa,Corporate,Blagoveshchensk,Amur,Russia,,EMEA,EMEA
HA-14905,Helen Abelman,Consumer,Manila,National Capital,Philippines,80525.0,APAC,Southeast Asia
HA-14920,Helen Andreada,Consumer,Wuhai,Inner Mongolia,China,28314.0,APAC,North Asia
HA-4905,Helen Abelman,Consumer,Hamadan,Hamadan,Iran,,EMEA,EMEA
HA-4920,Helen Andreada,Consumer,Jerusalem,Jerusalem,Israel,,EMEA,EMEA
HD-14785,Harold Dahlen,Home Office,Schwerin,Mecklenburg-Vorpommern,Germany,2138.0,EU,Central
HD-4785,Harold Dahlen,Home Office,Cape Town,Western Cape,South Africa,,Africa,Africa
HE-14800,Harold Engle,Corporate,São Paulo,São Paulo,Brazil,19711.0,LATAM,South
HE-4800,Harold Engle,Corporate,Bistrita,Bistrita-Nasaud,Romania,,EMEA,EMEA
HF-14995,Herbert Flentye,Consumer,Paris,Ile-de-France,France,38109.0,EU,Central
HF-4995,Herbert Flentye,Consumer,Diyarbakir,Diyarbakir,Turkey,,EMEA,EMEA
HG-14845,Harry Greene,Consumer,Lille,Nord-Pas-de-Calais,France,77041.0,EU,Central
HG-14965,Henry Goldwyn,Corporate,Lahore,Punjab,Pakistan,60653.0,APAC,Central Asia
HG-15025,Hunter Glantz,Consumer,Medan,Sumatera Utara,Indonesia,76106.0,APAC,Southeast Asia
HG-4845,Harry Greene,Consumer,Zhytomyr,Zhytomyr,Ukraine,,EMEA,EMEA
HG-4965,Henry Goldwyn,Corporate,London,Ontario,Canada,,Canada,Canada
HG-5025,Hunter Glantz,Consumer,Alexandria,Al Iskandariyah,Egypt,,Africa,Africa
HH-15010,Hilary Holden,Corporate,Nagpur,Maharashtra,India,94110.0,APAC,Central Asia
HH-5010,Hilary Holden,Corporate,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa,Africa
HJ-14875,Heather Jas,Home Office,Luoyang,Henan,China,98105.0,APAC,North Asia
HJ-4875,Heather Jas,Home Office,Jeddah,Makkah,Saudi Arabia,,EMEA,EMEA
HK-14890,Heather Kirkland,Corporate,Drancy,Ile-de-France,France,77070.0,EU,Central
HK-4890,Heather Kirkland,Corporate,Kryvyy Rih,Dnipropetrovs'k,Ukraine,,EMEA,EMEA
HL-15040,Hunter Lopez,Consumer,Hobart,Tasmania,Australia,19711.0,APAC,Oceania
HL-5040,Hunter Lopez,Consumer,Jeddah,Makkah,Saudi Arabia,,EMEA,EMEA
HM-14860,Harry Marie,Corporate,Springfield,Missouri,United States,65807.0,US,Central
HM-14980,Henry MacAllister,Consumer,Los Angeles,California,United States,90008.0,US,West
HM-4860,Harry Marie,Corporate,Oradea,Bihor,Romania,,EMEA,EMEA
HM-4980,Henry MacAllister,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
HP-14815,Harold Pawlan,Home Office,New York City,New York,United States,10024.0,US,East
HP-4815,Harold Pawlan,Home Office,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
HR-14770,Hallie Redmond,Home Office,Marikina,National Capital,Philippines,53209.0,APAC,Southeast Asia
HR-14830,Harold Ryan,Corporate,Huntington Beach,California,United States,92646.0,US,West
HR-4770,Hallie Redmond,Home Office,Jeddah,Makkah,Saudi Arabia,,EMEA,EMEA
HR-4830,Harold Ryan,Corporate,Guelma,Guelma,Algeria,,Africa,Africa
HW-14935,Helen Wasserman,Corporate,Ivry-sur-Seine,Ile-de-France,France,46203.0,EU,Central
HW-4935,Helen Wasserman,Corporate,Hrodna,Hrodna,Belarus,,EMEA,EMEA
HZ-14950,Henia Zydlo,Consumer,Bordeaux,Aquitaine,France,33311.0,EU,Central
HZ-4950,Henia Zydlo,Consumer,Benguela,Benguela,Angola,,Africa,Africa
IG-15085,Ivan Gibson,Consumer,Bourg-en-Bresse,Rhône-Alpes,France,6360.0,EU,Central
IG-5085,Ivan Gibson,Consumer,Alexandria,Al Iskandariyah,Egypt,,Africa,Africa
IL-15100,Ivan Liston,Consumer,Columbus,Indiana,United States,47201.0,US,Central
IL-5100,Ivan Liston,Consumer,Al Hillah,Babil,Iraq,,EMEA,EMEA
IM-15055,Ionia McGrath,Consumer,San Francisco,California,United States,94122.0,US,West
IM-15070,Irene Maddox,Consumer,Bandung,Jawa Barat,Indonesia,35630.0,APAC,Southeast Asia
IM-5055,Ionia McGrath,Consumer,Loubomo,Niari,Republic of the Congo,,Africa,Africa
IM-5070,Irene Maddox,Consumer,Shiraz,Fars,Iran,,EMEA,EMEA
JA-15970,Joseph Airdo,Consumer,Philadelphia,Pennsylvania,United States,19134.0,US,East
JA-5970,Joseph Airdo,Consumer,Libreville,Estuaire,Gabon,,Africa,Africa
JB-15400,Jennifer Braxton,Corporate,Quetzaltenango,Quezaltenango,Guatemala,94086.0,LATAM,Central
JB-15925,Joni Blumstein,Consumer,Trier,Rhineland-Palatinate,Germany,43017.0,EU,Central
JB-16000,Joy Bell-,Consumer,Mataram,Nusa Tenggara Barat,Indonesia,78521.0,APAC,Southeast Asia
JB-16045,Julia Barnett,Home Office,Santiago,Santiago,Chile,31907.0,LATAM,South
JB-5400,Jennifer Braxton,Corporate,Johannesburg,Gauteng,South Africa,,Africa,Africa
JB-5925,Joni Blumstein,Consumer,Shkoder,Shkodër,Albania,,EMEA,EMEA
JB-6000,Joy Bell-,Consumer,Mecca,Makkah,Saudi Arabia,,EMEA,EMEA
JB-6045,Julia Barnett,Home Office,Kharkiv,Kharkiv,Ukraine,,EMEA,EMEA
JC-15340,Jasper Cacioppo,Consumer,Saint-Dizier,Champagne-Ardenne,France,90032.0,EU,Central
JC-15385,Jenna Caffey,Consumer,London,England,United Kingdom,98031.0,EU,North
JC-15775,John Castell,Consumer,Bundaberg,Queensland,Australia,32303.0,APAC,Oceania
JC-16105,Julie Creighton,Corporate,Gold Coast,Queensland,Australia,90045.0,APAC,Oceania
JC-5340,Jasper Cacioppo,Consumer,Niamey,Niamey,Niger,,Africa,Africa
JC-5385,Jenna Caffey,Consumer,Kerman,Kerman,Iran,,EMEA,EMEA
JC-5775,John Castell,Consumer,Nizhyn,Chernihiv,Ukraine,,EMEA,EMEA
JC-6105,Julie Creighton,Corporate,Vilnius,Vilnius,Lithuania,,EMEA,EMEA
JD-15790,John Dryer,Consumer,Semarang,Jawa Tengah,Indonesia,32216.0,APAC,Southeast Asia
JD-15895,Jonathan Doherty,Corporate,Richmond,Virginia,United States,23223.0,US,South
JD-16015,Joy Daniels,Consumer,Mixco,Guatemala,Guatemala,10009.0,LATAM,Central
JD-16060,Julia Dunbar,Consumer,Santander,Cantabria,Spain,55901.0,EU,South
JD-16150,Justin Deggeller,Corporate,Tamworth,England,United Kingdom,10011.0,EU,North
JD-5790,John Dryer,Consumer,Iringa,Iringa,Tanzania,,Africa,Africa
JD-5895,Jonathan Doherty,Corporate,Mississauga,Ontario,Canada,,Canada,Canada
JD-6015,Joy Daniels,Consumer,Kaduna,Kaduna,Nigeria,,Africa,Africa
JD-6060,Julia Dunbar,Consumer,Kumasi,Ashanti,Ghana,,Africa,Africa
JD-6150,Justin Deggeller,Corporate,Cape Town,Western Cape,South Africa,,Africa,Africa
JE-15475,Jeremy Ellison,Consumer,Kawagoe,Saitama,Japan,98103.0,APAC,North Asia
JE-15610,Jim Epp,Corporate,Atlanta,Georgia,United States,30318.0,US,South
JE-15715,Joe Elijah,Consumer,New York City,New York,United States,10009.0,US,East
JE-15745,Joel Eaton,Consumer,Amarillo,Texas,United States,79109.0,US,Central
JE-16165,Justin Ellison,Corporate,Franklin,Wisconsin,United States,53132.0,US,Central
JE-5475,Jeremy Ellison,Consumer,Khmel'nyts'kyy,Khmel'nyts'kyy,Ukraine,,EMEA,EMEA
JE-5610,Jim Epp,Corporate,Lagos,Lagos,Nigeria,,Africa,Africa
JE-5715,Joe Elijah,Consumer,Dakar,Dakar,Senegal,,Africa,Africa
JE-5745,Joel Eaton,Consumer,Prague,Prague,Czech Republic,,EMEA,EMEA
JE-6165,Justin Ellison,Corporate,Misratah,Misratah,Libya,,Africa,Africa
JF-15190,Jamie Frazer,Consumer,Phnom Penh,Phnom Penh,Cambodia,90805.0,APAC,Southeast Asia
JF-15295,Jason Fortune-,Consumer,Valencia,Valenciana,Spain,98103.0,EU,South
JF-15355,Jay Fein,Consumer,Libourne,Aquitaine,France,92105.0,EU,Central
JF-15415,Jennifer Ferguson,Consumer,Crawley,England,United Kingdom,98105.0,EU,North
JF-15490,Jeremy Farry,Consumer,Brisbane,Queensland,Australia,94122.0,APAC,Oceania
JF-15565,Jill Fjeld,Consumer,Munich,Bavaria,Germany,23602.0,EU,Central
JF-5190,Jamie Frazer,Consumer,Beykoz,Istanbul,Turkey,,EMEA,EMEA
JF-5295,Jason Fortune-,Consumer,Rasht,Gilan,Iran,,EMEA,EMEA
JF-5355,Jay Fein,Consumer,Rafsanjan,Kerman,Iran,,EMEA,EMEA
JF-5415,Jennifer Ferguson,Consumer,Casablanca,Grand Casablanca,Morocco,,Africa,Africa
JF-5490,Jeremy Farry,Consumer,Safi,Doukkala-Abda,Morocco,,Africa,Africa
JF-5565,Jill Fjeld,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
JG-15115,Jack Garza,Consumer,Des Moines,Washington,United States,98198.0,US,West
JG-15160,James Galang,Consumer,Stockton-on-Tees,England,United Kingdom,11561.0,EU,North
JG-15310,Jason Gross,Corporate,Denpasar,Bali,Indonesia,2908.0,APAC,Southeast Asia
JG-15805,John Grady,Corporate,Daqing,Heilongjiang,China,10024.0,APAC,North Asia
JG-5115,Jack Garza,Consumer,Dakar,Dakar,Senegal,,Africa,Africa
JG-5160,James Galang,Consumer,Kazerun,Fars,Iran,,EMEA,EMEA
JG-5310,Jason Gross,Corporate,Ulan Bator,Ulaanbaatar,Mongolia,,EMEA,EMEA
JG-5805,John Grady,Corporate,East London,Eastern Cape,South Africa,,Africa,Africa
JH-15430,Jennifer Halladay,Consumer,Poza Rica de Hidalgo,Veracruz,Mexico,33012.0,LATAM,North
JH-15820,John Huston,Consumer,Paysandú,Paysandú,Uruguay,44240.0,LATAM,South
JH-15910,Jonathan Howell,Consumer,Matsubara,Oita,Japan,90032.0,APAC,North Asia
JH-15985,Joseph Holt,Consumer,Concord,North Carolina,United States,28027.0,US,South
JH-16180,Justin Hirsh,Consumer,Buenos Aires,Buenos Aires,Argentina,19140.0,LATAM,South
JH-5430,Jennifer Halladay,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa
JH-5820,John Huston,Consumer,Ardabil,Ardabil,Iran,,EMEA,EMEA
JH-5910,Jonathan Howell,Consumer,Johannesburg,Gauteng,South Africa,,Africa,Africa
JH-5985,Joseph Holt,Consumer,Luanda,Luanda,Angola,,Africa,Africa
JH-6180,Justin Hirsh,Consumer,Dakar,Dakar,Senegal,,Africa,Africa
JJ-15445,Jennifer Jackson,Consumer,Genk,Limburg,Belgium,10035.0,EU,Central
JJ-15760,Joel Jenkins,Home Office,Montreuil,Ile-de-France,France,77036.0,EU,Central
JJ-5445,Jennifer Jackson,Consumer,Accra,Greater Accra,Ghana,,Africa,Africa
JJ-5760,Joel Jenkins,Home Office,Tabuk,Tabuk,Saudi Arabia,,EMEA,EMEA
JK-15205,Jamie Kunitz,Consumer,Arlington,Virginia,United States,22204.0,US,South
JK-15325,Jason Klamczynski,Corporate,Suzhou,Anhui,China,75220.0,APAC,North Asia
JK-15370,Jay Kimmel,Consumer,Fernando de la Mora,Central,Paraguay,33180.0,LATAM,South
JK-15625,Jim Karlsson,Consumer,Mejicanos,San Salvador,El Salvador,98115.0,LATAM,Central
JK-15640,Jim Kriz,Home Office,Seattle,Washington,United States,98105.0,US,West
JK-15730,Joe Kamberova,Consumer,Rome,Lazio,Italy,28806.0,EU,South
JK-16090,Juliana Krohn,Consumer,Omaha,Nebraska,United States,68104.0,US,Central
JK-16120,Julie Kriz,Home Office,Palembang,Sumatera Selatan,Indonesia,10009.0,APAC,Southeast Asia
JK-5205,Jamie Kunitz,Consumer,Porto-Novo,Ouémé,Benin,,Africa,Africa
JK-5325,Jason Klamczynski,Corporate,Mombasa,Coast,Kenya,,Africa,Africa
JK-5370,Jay Kimmel,Consumer,Sohag,Suhaj,Egypt,,Africa,Africa
JK-5625,Jim Karlsson,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
JK-5640,Jim Kriz,Home Office,Kryvyy Rih,Dnipropetrovs'k,Ukraine,,EMEA,EMEA
JK-5730,Joe Kamberova,Consumer,Vladimir,Vladimir,Russia,,EMEA,EMEA
JK-6090,Juliana Krohn,Consumer,Lagos,Lagos,Nigeria,,Africa,Africa
JK-6120,Julie Kriz,Home Office,Gdansk,Pomerania,Poland,,EMEA,EMEA
JL-15130,Jack Lebron,Consumer,Villeurbanne,Rhône-Alpes,France,38301.0,EU,Central
JL-15175,James Lanier,Home Office,Feira de Santana,Bahia,Brazil,89502.0,LATAM,South
JL-15235,Janet Lee,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,34741.0,LATAM,Caribbean
JL-15505,Jeremy Lonsdale,Consumer,Mexico City,Distrito Federal,Mexico,92683.0,LATAM,North
JL-15835,John Lee,Consumer,Charlotte,North Carolina,United States,28205.0,US,South
JL-15850,John Lucas,Consumer,Stuttgart,Baden-Württemberg,Germany,94122.0,EU,Central
JL-5130,Jack Lebron,Consumer,Voronezh,Voronezh,Russia,,EMEA,EMEA
JL-5175,James Lanier,Home Office,Pretoria,Gauteng,South Africa,,Africa,Africa
JL-5235,Janet Lee,Consumer,Laval,Quebec,Canada,,Canada,Canada
JL-5505,Jeremy Lonsdale,Consumer,Baghdad,Baghdad,Iraq,,EMEA,EMEA
JL-5835,John Lee,Consumer,Baku,Baki,Azerbaijan,,EMEA,EMEA
JL-5850,John Lucas,Consumer,Denizli,Denizli,Turkey,,EMEA,EMEA
JM-15250,Janet Martin,Consumer,Suzhou,Anhui,China,21215.0,APAC,North Asia
JM-15265,Janet Molinari,Corporate,Marikina,National Capital,Philippines,48187.0,APAC,Southeast Asia
JM-15535,Jessica Myrick,Consumer,Saga,Saga,Japan,10035.0,APAC,North Asia
JM-15580,Jill Matthias,Consumer,Tulancingo,Hidalgo,Mexico,90045.0,LATAM,North
JM-15655,Jim Mitchum,Corporate,Sydney,New South Wales,Australia,44052.0,APAC,Oceania
JM-15865,John Murray,Consumer,Jamestown,New York,United States,14701.0,US,East
JM-16195,Justin MacKendrick,Consumer,Louisville,Kentucky,United States,40214.0,US,South
JM-5250,Janet Martin,Consumer,Kaduna,Kaduna,Nigeria,,Africa,Africa
JM-5265,Janet Molinari,Corporate,Vancouver,British Columbia,Canada,,Canada,Canada
JM-5535,Jessica Myrick,Consumer,Jerusalem,Jerusalem,Israel,,EMEA,EMEA
JM-5580,Jill Matthias,Consumer,Nairobi,Nairobi,Kenya,,Africa,Africa
JM-5655,Jim Mitchum,Corporate,Nzerekore,Nzérékoré,Guinea,,Africa,Africa
JM-5865,John Murray,Consumer,L'viv,L'viv,Ukraine,,EMEA,EMEA
JM-6195,Justin MacKendrick,Consumer,Baghdad,Baghdad,Iraq,,EMEA,EMEA
JO-15145,Jack O'Briant,Corporate,Kita-ku,Osaka,Japan,53132.0,APAC,North Asia
JO-15280,Jas O'Carroll,Consumer,Hyderabad,Telangana,India,90004.0,APAC,Central Asia
JO-15550,Jesus Ocampo,Home Office,Tijuana,Baja California,Mexico,19013.0,LATAM,North
JO-5145,Jack O'Briant,Corporate,Antananarivo,Analamanga,Madagascar,,Africa,Africa
JO-5280,Jas O'Carroll,Consumer,Varna,Varna,Bulgaria,,EMEA,EMEA
JO-5550,Jesus Ocampo,Home Office,Arbil,Arbil,Iraq,,EMEA,EMEA
JP-15460,Jennifer Patt,Corporate,Medan,Sumatera Utara,Indonesia,10035.0,APAC,Southeast Asia
JP-15520,Jeremy Pistek,Consumer,San Francisco,California,United States,94110.0,US,West
JP-16135,Julie Prescott,Home Office,Coacalco,México,Mexico,90032.0,LATAM,North
JP-5460,Jennifer Patt,Corporate,Mashhad,Razavi Khorasan,Iran,,EMEA,EMEA
JP-5520,Jeremy Pistek,Consumer,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa,Africa
JP-6135,Julie Prescott,Home Office,Tabuk,Tabuk,Saudi Arabia,,EMEA,EMEA
JR-15670,Jim Radford,Consumer,Menden,North Rhine-Westphalia,Germany,80906.0,EU,Central
JR-15700,Jocasta Rupert,Consumer,Kollam,Kerala,India,32216.0,APAC,Central Asia
JR-16210,Justin Ritter,Corporate,Wollongong,New South Wales,Australia,32216.0,APAC,Oceania
JR-5670,Jim Radford,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa
JR-5700,Jocasta Rupert,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
JR-6210,Justin Ritter,Corporate,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
JS-15595,Jill Stevenson,Corporate,Medan,Sumatera Utara,Indonesia,33180.0,APAC,Southeast Asia
JS-15685,Jim Sink,Corporate,Townsville,Queensland,Australia,33023.0,APAC,Oceania
JS-15880,John Stevenson,Consumer,Seattle,Washington,United States,98103.0,US,West
JS-15940,Joni Sundaresam,Home Office,Amsterdam,North Holland,Netherlands,60068.0,EU,Central
JS-16030,Joy Smith,Consumer,Medan,Sumatera Utara,Indonesia,62521.0,APAC,Southeast Asia
JS-5595,Jill Stevenson,Corporate,Istanbul,Istanbul,Turkey,,EMEA,EMEA
JS-5685,Jim Sink,Corporate,Ashqelon,Southern,Israel,,EMEA,EMEA
JS-5880,John Stevenson,Consumer,Zaria,Kaduna,Nigeria,,Africa,Africa
JS-5940,Joni Sundaresam,Home Office,Riyadh,Ar Riyad,Saudi Arabia,,EMEA,EMEA
JS-6030,Joy Smith,Consumer,Yaounde,Centre,Cameroon,,Africa,Africa
JW-15220,Jane Waco,Corporate,Sacramento,California,United States,95823.0,US,West
JW-15955,Joni Wasserman,Consumer,Fontenay-aux-Roses,Ile-de-France,France,40214.0,EU,Central
JW-16075,Julia West,Consumer,Hamilton,Waikato,New Zealand,28540.0,APAC,Oceania
JW-5220,Jane Waco,Corporate,Dakar,Dakar,Senegal,,Africa,Africa
JW-5955,Joni Wasserman,Consumer,Alexandria,Al Iskandariyah,Egypt,,Africa,Africa
JW-6075,Julia West,Consumer,Marrakech,Marrakech-Tensift-El Haouz,Morocco,,Africa,Africa
KA-16525,Kelly Andreada,Consumer,Mejicanos,San Salvador,El Salvador,8861.0,LATAM,Central
KA-6525,Kelly Andreada,Consumer,Voronezh,Voronezh,Russia,,EMEA,EMEA
KB-16240,Karen Bern,Corporate,Kalyan,Maharashtra,India,56301.0,APAC,Central Asia
KB-16315,Karl Braun,Consumer,Kuala Lumpur,Kuala Lumpur,Malaysia,44105.0,APAC,Southeast Asia
KB-16405,Katrina Bavinger,Home Office,Dublin,Dublin,Ireland,10035.0,EU,North
KB-16585,Ken Black,Corporate,Qingdao,Shandong,China,33012.0,APAC,North Asia
KB-16600,Ken Brennan,Corporate,Lucknow,Uttar Pradesh,India,10009.0,APAC,Central Asia
KB-6240,Karen Bern,Corporate,Moshi,Kilimanjaro,Tanzania,,Africa,Africa
KB-6315,Karl Braun,Consumer,Makhachkala,Dagestan,Russia,,EMEA,EMEA
KB-6405,Katrina Bavinger,Home Office,Ashdod,Southern,Israel,,EMEA,EMEA
KB-6585,Ken Black,Corporate,Mosul,Ninawa,Iraq,,EMEA,EMEA
KB-6600,Ken Brennan,Corporate,Poltava,Poltava,Ukraine,,EMEA,EMEA
KC-16255,Karen Carlisle,Corporate,Huntsville,Alabama,United States,35810.0,US,South
KC-16540,Kelly Collister,Consumer,Managua,Managua,Nicaragua,98115.0,LATAM,Central
KC-16675,Kimberly Carter,Corporate,Celle,Lower Saxony,Germany,32303.0,EU,Central
KC-6255,Karen Carlisle,Corporate,Tanta,Al Gharbiyah,Egypt,,Africa,Africa
KC-6540,Kelly Collister,Consumer,Balti,Balti,Moldova,,EMEA,EMEA
KC-6675,Kimberly Carter,Corporate,Malatya,Malatya,Turkey,,EMEA,EMEA
KD-16270,Karen Daniels,Consumer,Yonkers,New York,United States,10701.0,US,East
KD-16345,Katherine Ducich,Consumer,Surat,Gujarat,India,10035.0,APAC,Central Asia
KD-16495,Keith Dawkins,Corporate,New York City,New York,United States,10024.0,US,East
KD-16615,Ken Dana,Corporate,Marseille,Provence-Alpes-Côte d'Azur,France,92804.0,EU,Central
KD-6270,Karen Daniels,Consumer,Izmir,Izmir,Turkey,,EMEA,EMEA
KD-6345,Katherine Ducich,Consumer,Luanda,Luanda,Angola,,Africa,Africa
KD-6495,Keith Dawkins,Corporate,Djougou,Donga,Benin,,Africa,Africa
KD-6615,Ken Dana,Corporate,Beni Mellal,Tadla-Azilal,Morocco,,Africa,Africa
KE-16420,Katrina Edelman,Corporate,Curitiba,Parana,Brazil,10035.0,LATAM,South
KE-6420,Katrina Edelman,Corporate,Matola,Maputo,Mozambique,,Africa,Africa
KF-16285,Karen Ferguson,Home Office,Los Angeles,California,United States,90008.0,US,West
KF-6285,Karen Ferguson,Home Office,Bursa,Bursa,Turkey,,EMEA,EMEA
KH-16330,Katharine Harms,Corporate,Yogyakarta,Yogyakarta,Indonesia,43055.0,APAC,Southeast Asia
KH-16360,Katherine Hughes,Consumer,Louisville,Kentucky,United States,40214.0,US,South
KH-16510,Keith Herrera,Consumer,Bacolod City,Western Visayas,Philippines,94110.0,APAC,Southeast Asia
KH-16630,Ken Heidel,Corporate,Dresden,Saxony,Germany,20735.0,EU,Central
KH-16690,Kristen Hastings,Corporate,Springfield,Virginia,United States,22153.0,US,South
KH-6330,Katharine Harms,Corporate,Kharkiv,Kharkiv,Ukraine,,EMEA,EMEA
KH-6360,Katherine Hughes,Consumer,Nairobi,Nairobi,Kenya,,Africa,Africa
KH-6510,Keith Herrera,Consumer,Johannesburg,Gauteng,South Africa,,Africa,Africa
KH-6630,Ken Heidel,Corporate,Riyadh,Ar Riyad,Saudi Arabia,,EMEA,EMEA
KH-6690,Kristen Hastings,Corporate,Kharkiv,Kharkiv,Ukraine,,EMEA,EMEA
KL-16555,Kelly Lampkin,Corporate,Greensboro,North Carolina,United States,27405.0,US,South
KL-16645,Ken Lonsdale,Consumer,Detroit,Michigan,United States,48205.0,US,Central
KL-6555,Kelly Lampkin,Corporate,Hurghada,Al Bahr Al Ahmar,Egypt,,Africa,Africa
KL-6645,Ken Lonsdale,Consumer,Lagos,Lagos,Nigeria,,Africa,Africa
KM-16225,Kalyca Meade,Corporate,Geelong,Victoria,Australia,10011.0,APAC,Oceania
KM-16375,Katherine Murray,Home Office,Berlin,Berlin,Germany,2908.0,EU,Central
KM-16660,Khloe Miller,Consumer,Augsburg,Bavaria,Germany,90301.0,EU,Central
KM-16720,Kunst Miller,Consumer,Manila,National Capital,Philippines,1852.0,APAC,Southeast Asia
KM-6225,Kalyca Meade,Corporate,Zagreb,Grad Zagreb,Croatia,,EMEA,EMEA
KM-6375,Katherine Murray,Home Office,Chililabombwe,Copperbelt,Zambia,,Africa,Africa
KM-6660,Khloe Miller,Consumer,Malatya,Malatya,Turkey,,EMEA,EMEA
